ID	Exhibit	Photo	@Photo_Slug	Description	Name	Bio	@Path
24680	Raspberry Pi	http://makerfaire.files.wordpress.com/2014/02/raspi-full-colour-flat-on-white.png	raspi-full-colour-flat-on-white.png	"See the great things people are making and doing with the Raspberry Pi, and learn how you can do more in education with this marvellous, affordable little machine."	Raspberry Pi	"The Raspberry Pi Foundation is dedicated to improving education for all, especially around Computers and Coding. The Raspberry Pi Model B shipped over 2 million in it's first year of existence."	images:raspi-full-colour-flat-on-white.png
24675	PRAIS - the lord	http://makerfaire.files.wordpress.com/2014/02/collage_final.jpg	collage_final.jpg	"''PRAIS - the lord'' (Pool playing Robotic Autonomous Intelligent System) is an autonomous, artificially intelligent robotic system that plays 8-ball pool using a mix of image processing, AI algorithms and rigid body mechanics."	"Narsi Rajagopalan, Naren Vijayakumar"		images:collage_final.jpg
24663	"Strawbees! Dream big, build bigger!"	http://makerfaire.files.wordpress.com/2014/02/hih51knumekp7gqwywibptjjkyf7uaap2-ubb_9gaxa.jpeg	hih51knumekp7gqwywibptjjkyf7uaap2-ubb_9gaxa.jpeg	Come and build massive mechanical constructions with drinking straws. Bring plastic waste and cardboard and make your own pieces in our recycling station. Dream big build bigger! 	Erik Torstensson	"Erik Thorstensson is a crazy mechanical engineer and makes things through production hacking, making use of surplus materials. Calls himself fungineer."	images:hih51knumekp7gqwywibptjjkyf7uaap2-ubb_9gaxa.jpeg
24657	Digital View Camera	http://makerfaire.files.wordpress.com/2014/02/imgp00611.jpg	imgp00611.jpg	"A digital take on the classic 8x10 view camera, this camera is built from the ground up. It uses a conventional scanner as the image sensor to take monstrously large photographsu2014literally hundreds of megapixels."	Sam Girvin	"Sam is a sophomore at Stanford University majoring in electrical engineering. He loves photography, making cool stuff, and the intersection between the two."	images:imgp00611.jpg
24644	FrisbeeCam	http://makerfaire.files.wordpress.com/2014/02/img_4162.jpg	img_4162.jpg	Have you ever wondered what the world looks like from the perspective of a frisbee?  Check out the much improved FrisbeeCam for this year's Maker Faire!	"Raymond Chan, John Gentilin, Jian Shen"		images:img_4162.jpg
24631	OmNomProject by Genesis3D	http://makerfaire.files.wordpress.com/2014/02/aa.jpg	aa.jpg	OmNomProject is a  table top personal plastics recycler aiming to help with  global pollution issues starting with failed 3D prints. We will be demonstrating live Nom-2.	OmNomProject-Genesis3D	"OmNomProject is a division of Genesis3D. Michael and MaryBeth Howland have created Nom-2, a personal plastics recycler to contribute to the solution to the problem of global plastic pollution."	images:aa.jpg
24629	Mugbot	http://makerfaire.files.wordpress.com/2014/02/p1070039.jpg	p1070039.jpg	"Mugbot is a very small, nonproprietary robot that can speak English and move its head and eyes. It is controlled by  smartphone ,tablet and PC. Mugbot can be made by Raspberry Pi, Arduino and easily obtaninable materials."	Seita Koike	Associate Professor Ph.D Faculty of Informaticst  Sociology and Media Studies Tokyo City Univsersity  Japan	images:p1070039.jpg
24627	LameStation - DIY Gaming Handheld	http://makerfaire.files.wordpress.com/2014/02/ls_front.jpg	ls_front.jpg	"The LameStation is a do-it-yourself gaming handheld that captures the experience of building and programming a game console from scratch, but with no experience required."	Brett Weir	"Brett was an engineering student at UC Irvine when he decided to build a game console for his senior design project. After over a year of development, the LameStation was born."	images:ls_front.jpg
24625	Build and Play Japanese Taiko Drums	http://makerfaire.files.wordpress.com/2014/02/barrel-drum-playing.jpg	barrel-drum-playing.jpg	"We make and play Japanese Taiko Drums. Wine barrels become big drums, We teach mini drumming classes, teaching the basics and a simple tune."	Wadaiko Newark	Wadaiko Newark was formed in November 2002 cooperation with the Newark Unified School District. We offer adult evening classes and children's classes on Saturdays.	images:barrel-drum-playing.jpg
24616	Build Your Dreams with the PLY90	http://makerfaire.files.wordpress.com/2014/02/build-your-dreams-1-818.jpg	build-your-dreams-1-818.jpg	"The PLY90 is a patent pending connector design that makes creating easier.  It's a faster, better looking, and fun alternative to drilling and screwing projects together."	Micah Black	I love designing and making objects.  I have a mechanical engineering degree and minor in animation.  I have a passion for the design process and want to help others explore their creativity. 	images:build-your-dreams-1-818.jpg
24596	Sound Wave Dancers	http://makerfaire.files.wordpress.com/2014/02/img_1316.jpg	img_1316.jpg	"Glowing beads dance to a different ""beat"" as they levitate and move under only the influence of sound waves within this unique spin on the classic Kundt's Tube. Change their dance using the Arduino based controller."	Mike Sullivan	"Nuclear Engineer by day and a Maker, Fixer, and embedded system designer by night. He likes his projects to serve an educational purpose and several are on display at his local science center."	images:img_1316.jpg
24594	Rock Vibe: Accessible Gaming	http://makerfaire.files.wordpress.com/2014/02/rockvibe02.jpg	rockvibe02.jpg	Rock Vibe is an accessible musical computer game for blind and sighted gamers. Gamers play along to familiar songs while wearing a belt containing 4 vibrating motors and trying to achieve a high score.	Rupa Dhillon	"Rupa Dhillon is an educator, artist and tech-geek who enjoys making everything from computer games, to LEGO robots and cakes. She loves accessible design and creating smile-inducing art."	images:rockvibe02.jpg
24586	Freeform Common Room	http://makerfaire.files.wordpress.com/2014/02/common-room-2014.jpg	common-room-2014.jpg	A maker room for fiber art where you are encouraged to use and bend the rules of crochet and knitting. Where what you make will be a part of the art we create together this weekend. Traveling Wedge--not your granny's square! 	The Common Room	A community on the make to permit creative participation by demystifying practice and reclaiming the value of an education based on sustained experience.	images:common-room-2014.jpg
24575	Fiber Fun	http://makerfaire.files.wordpress.com/2014/02/img_0890.jpg	img_0890.jpg	Hands on needlework projects created by the participants with instruction and support from our volunteers.  Materials free.	Greater Pacific Region of the Embroiderers' Guild of America	"EGA is a national nonprofit organization dedicated to the dissemination of information about the needle arts, how to create and appreciate them. Our region covers the Pacific coast area from Monterey Bay to Alaska, including Western Canada."	images:img_0890.jpg
24569	tappr.tv	http://makerfaire.files.wordpress.com/2014/02/tappr-tv_iworld2012_promographic-small.jpg	tappr-tv_iworld2012_promographic-small.jpg	tappr.tv lets you dance on the walls!	deeje	"deeje has been making consumer software for a very very very long time, and he's been working on the idea behind tappr.tv for almost 20 years."	images:tappr-tv_iworld2012_promographic-small.jpg
24512	Light-Up Fashion	http://makerfaire.files.wordpress.com/2014/02/temp-sensing-belt.jpg	temp-sensing-belt.jpg	"Fashion plus technology:  Kikimaker designs combine practical, wearable, fashionable outfits  with soft circuits, lights, and a definite techno flair."	Annika Lo	"10-year-old Unschooler: Maker, gamer, blogger, dancer, geek, loving life and Making the most of it."	images:temp-sensing-belt.jpg
24494	High Striker: Test Your Strength	http://makerfaire.files.wordpress.com/2014/02/high-striker-photo-mf-app-2014-01.jpg	high-striker-photo-mf-app-2014-01.jpg	"The high striker is a flame-based fire piece inspired by the old-fashioned strong man carnival game. In this version, strength and technique are displayed on a tower of fire cannons."	Sheet Metal Alchemist	Sheet Metal Alchemist specializes in installation and interactive artwork that turns a first impression into an unforgettable experience. Want to help us build stuff? We teach for free!	images:high-striker-photo-mf-app-2014-01.jpg
24485	Drill It & Grind It! Soapstone Beadmaking	http://makerfaire.files.wordpress.com/2014/02/kid-drilling-2014.jpg	kid-drilling-2014.jpg	"Drill It & Grind It! Soapstone & Pine Nut Beadmaking Learn basic stone and woodworking techniques through beadmaking, shaping and polishing stone, and grinding pine nuts."	Tamara Wilder	Tamara Wilder has been practicing & teaching ancient living skills at numerous locations in N CA since 1989 & is coauthor of the book Buckskin: The Ancient Art of Braintanning.	images:kid-drilling-2014.jpg
24483	Xulu Virtual World and Creator Kit	http://makerfaire.files.wordpress.com/2014/02/xululaunchvenues.jpg	xululaunchvenues.jpg	"We have developed a physics-based online virtual world and creator kits that allow anyone to build, share and play high-end social places and games.  We have creator stations and a game chair for you to use."	Nanci Solomon		images:xululaunchvenues.jpg
24475	"The Cheese Wedge, 1980 electric Comuta-Car"	http://makerfaire.files.wordpress.com/2014/02/chad-conway-comuta-car.jpg	chad-conway-comuta-car.jpg	"This is my 1980 electric Comuta-Car nicknamed The Cheese Wedge.  Built originally in Vanguard, Florida by Commuter Vehicles Inc. I rebuilt it in high school & have recently upgraded it for better commuting to Tesla Motors."	Chad Conway	"Engineer @ Tesla Motors, who loves side projects. Owner/Maker of The Cheese Wedge. "	images:chad-conway-comuta-car.jpg
24465	Orbbs Polyhedra Models built with Democritus Tools	http://makerfaire.files.wordpress.com/2014/02/makerfaire.jpg	makerfaire.jpg	Orbb.org Polyhedra model kits. Who doesn't love a kit? These kits allow you to create fascinating 3D models of visually stunning polyhedra. 	Andy 'LostMachine' Tibbetts	"Andy Tibbetts aka LostMachine has a BS in Engineering and makes his living as an artist in Portland, OR"	images:makerfaire.jpg
24441	Project Gauntl33t	http://makerfaire.files.wordpress.com/2014/02/picture-24.jpg	picture-24.jpg	Demoing team Gauntl33t's Lance prototype haptic feedback glove.	"Peter Sassaman, Mitch Cerroni"		images:picture-24.jpg
24437	Marshmallow Shooters	http://makerfaire.files.wordpress.com/2014/02/download.jpg	download.jpg	Design and build your own Marshmallow Shoooter!! Have fun testing your creation - Hit the Bulls-eye!!	levi white	Levi is a Young Maker with a passion for creating fun!! He likes to share the fun along with his family and all of you. Come make some more.	images:download.jpg
24422	Spartan Tethered Europa Explorer (STEEL)	http://makerfaire.files.wordpress.com/2014/02/steel.jpg	steel.jpg	"Spartan Tethered Europa Explorer (STEEL) is a tethered remotely operated underwater vehicle designed with intentions to go to depths of up to 500 meters, operate for twenty minutes at depth, and at extreme cold temperatures."	Jose Ramil Seneris	I am a graduate student of aerospace engineering with a concentration in space transportation and exploration at San Jose State University. I am a Keeper for SJSU Quidditch!	images:steel.jpg
24401	Cyber Spider	http://makerfaire.files.wordpress.com/2014/02/img_8632.jpg	img_8632.jpg	Giant walking RC wooden spider!	Matthew Garten	Matthew is an inventor and engineer of wonderful things!  He has worked on projects ranging from MEMS stem cell sorting to rocket-propelled grenade defense. Robots roam his home.	images:img_8632.jpg
24386	ScrrrAtlas	http://makerfaire.files.wordpress.com/2014/02/scratlas.jpg	scratlas.jpg	"A hundred-year old atlas has been refashioned into a popular word game.  I used a laser-cutter to make indentations for the tiles, and pieces of maps for the colored tiles.  Many thanks to Ace Monster Toys for their help!"	Kurt Fleischer	"We are an East Bay family who likes to make. In 2011 we brought the Water Totter to the Maker Faire, and we've been hooked ever since. "	images:scratlas.jpg
24384	Got Robots?	http://makerfaire.files.wordpress.com/2014/02/maker_faire_2014_photo1.jpg	maker_faire_2014_photo1.jpg	"Got Robots?  We do, amongst them Glider, a six-legged robot with the ability to both skate and walk, a Halloween Monster Shooting Gallery, and a global army of shoulder sitting monkeys..."	Nick Donaldson	"Nick Donaldson has been building robots for over 15 years, from humble beginnings with Lego Mindstorms to Gold medal winning walking robots, successful toy robots and high-tech research robots. "	images:maker_faire_2014_photo1.jpg
24346	GridBeam	http://makerfaire.files.wordpress.com/2014/02/3137.jpg	3137.jpg	"GridBeam: A Fast & Easy Modular Open Source Building & Prototyping SystemrnProjects,Components,Vehicles Plus Hands On Workshop Kids Building Zone,Kits & BooksFor SalernGuests:Rosie Radiator & Co. On GridBeam Musical Floor"	Phil Jergenson	Phil Jergenson is an artist and systems designer who enjoys building solar powered GridBeam machines and has lived off grid for the past 35 years. 	images:3137.jpg
24344	Chemistry Gibberish	http://makerfaire.files.wordpress.com/2014/02/maker-faire-workers.jpg	maker-faire-workers.jpg	Join us at Gibberish to make silly putty and explore the chemistry of polymers and sublimation! We will be making personalized phone covers (while you wait) and you can shop for handmade science jewelry and clothing gifts.	"Julie Huffman, Jenavieve Brown"		images:maker-faire-workers.jpg
24342	PlotterBot - How to build a drawing robot	http://makerfaire.files.wordpress.com/2014/02/plotterbot-drawing-robot.jpg	plotterbot-drawing-robot.jpg	"The PlotterBot.com website is devoted to teaching you to how to build drawing robots, big and small.  You will find open source plans, material lists, instructions, downloads, and recommendations to help you a drawing robot."	Maker Block	"Maker, tinkerer, 3D printer and 3D designer, programmer/hacker, blogger, writer, origami folder"	images:plotterbot-drawing-robot.jpg
24332	Sanger Community Science Workshop	http://makerfaire.files.wordpress.com/2014/02/jerry-maker-faire-2013.jpg	jerry-maker-faire-2013.jpg	Visit our Community Science Workshop block of maker spaces and a Mobile Science Lab for free making experiences for kids and families. Kids will make working models and projects to take home. 	Sanger Community Science Workshop	"SAM Academy includes a 'Community Science Workshop', Music Studio, and Young Artist Studio. The Science Workshop and maker space is a free drop-in program after school and Saturdays for kids."	images:jerry-maker-faire-2013.jpg
24310	TakeItApart.com	http://makerfaire.files.wordpress.com/2014/02/logo_padded-1-white-background.png	logo_padded-1-white-background.png	We are takeitapart.com. We like taking things apart and showing everyone how it is done. Turn screws. Void Warranties. Open Minds.	TakeItApart	"The biologists, hackers, engineers, photographers, and screw turners behind TakeItApart.comrnCrafters of atoms and bits."	images:logo_padded-1-white-background.png
24299	Maker Junior: Onsite Maker Programming for Kids	http://makerfaire.files.wordpress.com/2014/02/projectphoto.jpg	projectphoto.jpg	"Maker Junior brings the experience of making to kids in classrooms, libraries and community centers. Fun projects combine arts and crafts materials with technical tools and components to spark curiosity and inspire learning."	Alison Evans Adnani	"I take maker projects to classrooms, libraries and community centers to get kids working with technology.  I share what I learn and I am passionate about inspiring the next generation of innovators."	images:projectphoto.jpg
24286	Ruby Laser	http://makerfaire.files.wordpress.com/2014/02/flashtube-with-ruby.jpg	flashtube-with-ruby.jpg	"This custom ruby laser was built from surplus parts, and produces enough energy in a single shot to drill holes in metal. Ruby lasers have also been used to make hologram snapshots and to measure the distance to the moon."	Ben Krasnow	"I work on Virtual Reality and other hardware at Valve. For my previous day job, I built computer peripherals such as keyboards, mice, and joysticks that were meant to be used inside MRI machines."	images:flashtube-with-ruby.jpg
24258	Make Low Cost Solar Panels With a Laminator	http://makerfaire.files.wordpress.com/2014/03/24258.jpg	24258.jpg	"Ever wanted to make your own solar panels? How about your own solar cell phone charger? Now you can, and for around $15 in materials. The materials and plans are online and open-source. Drop by to learn how!"	Christian Pedersen	I've been subscribed to make for years and loves reading about people's projects on the hackaday and adafruit blogs. I figured it was finally time to give back to the maker community. 	images:24258.jpg
24252	Chain Loose	http://makerfaire.files.wordpress.com/2014/02/sign.jpg	sign.jpg	Chain Loose is a bmx bike and skate board brand. It is 100 percent rider owned and operated. Chain loose makes a lot of products for every body and you don't need to do action sports to understand and/or like our stuff.	Chain loose	"Bmx and skate brand and company. Started in the fourth grade, the company has grown each year. We make various products including; bmx parts, bracelets, t-shirts, to name a few."	images:sign.jpg
24250	Motorized La-Z-Boy	http://makerfaire.files.wordpress.com/2014/02/chairformakerfaire.jpg	chairformakerfaire.jpg	"Powered by a 36 volt, 55 ampere-hour battery back and a 6 Horsepower permanent magnet AC motor, the motorized La-Z-Boy is the ultimate leisure vehicle. It is capable of speeds up to 20 MPH (Photo copyright Sheila Masson)"	William Keller	William Keller is a computer programmer by day and mad scientist by night. He is know for is involvement in a variety of projects ranging from giant Tesla coils to roaming cupcake cars.	images:chairformakerfaire.jpg
24239	Neon Art Shop	http://makerfaire.files.wordpress.com/2014/02/maker2014.jpg	maker2014.jpg	"Peterson Neon is a small neon art shop that offers custom neon, artwork, and  classes. Students bend and complete a small neon project of their design. Catch Peterson Neon on Mythbusters in the ''Bullet Baloney'' episode!"	Shawna Peterson	"Shawna Peterson has been bending neon glass since 1987. She creates her own artwork using old signs, neon, and other found objects. She also makes custom projects of all tyes."	images:maker2014.jpg
24217	Bridgewire Makerspace Reno Nv	http://makerfaire.files.wordpress.com/2014/02/software.jpg	software.jpg	Community Maker Space.	"Bridgewire Makerspace, Reno Nevada"	Maker Space serving Reno Nevada sense 2010.	images:software.jpg
24206	CitY3K: Pinball of the Future	http://makerfaire.files.wordpress.com/2014/02/img_6066.jpg	img_6066.jpg	Ever wonder what the year 3000 would look like if it was a pinball game? Come find out as the Hillbrook school's 5th grade share their research and ideas in the form of an interactive arcade!	Hillbrook School	Hillbrook's vision is to inspire students to achieve their dreams and reach beyond themselves to make a difference in the world.	images:img_6066.jpg
24184	Brightworks Dangerous Challenge 2.0	http://makerfaire.files.wordpress.com/2014/02/bwx-ladders.jpg	bwx-ladders.jpg	"Brightworks School challenges students to solve a dangerous challenge! You must use cooperation, creativity and perseverance to solve the provocation."	Brightworks School	"Brightworks is a K- 12 learning community We use real tools, real materials, and real problems to encourage students' love of learning, curiosity and persistence to do amazing things."	images:bwx-ladders.jpg
24180	Target shooting Arcade using Infra Red LEDs	http://makerfaire.files.wordpress.com/2014/02/tgt.jpg	tgt.jpg	Open Source shooting arcade.  Build your own custom targets and guns with these electronics modules.	Widar Hellwig	"Widar Hellwig is an electrical engineer who has been making fun gadgets for his kids, their friends and himself for a long time."	images:tgt.jpg
24176	21st Century Robot	http://makerfaire.files.wordpress.com/2014/02/21crobot-logo1.jpg	21crobot-logo1.jpg	"Intel's Futurist Brian David Johnson will release the ""21st Century Robot"" book (published by Make) and introduce an easy to build, completely open source 21st Century Robot kit. "	21st Century Robot Collective	"21st Century Robot Collective - committed to easy to build, completely open source designs with the goal of enabling as many people as possible to design, print and program robots"	images:21crobot-logo1.jpg
24174	Stilt Factory	http://makerfaire.files.wordpress.com/2014/02/makersfaireposter.jpg	makersfaireposter.jpg	Stilt Factory is a resource for bringing the excitement of stilting to all who are interested by streamlining the process of becoming a stilter. We offer free video tutorials at YouTube /StiltFactory.	David Hanson	"David is the resident magician at Stilt Factory.com, a 200 HR Yoga Teacher a  Licensed General Contractor and world traveler living in and loving Santa Cruz."	images:makersfaireposter.jpg
24171	Five Ton Crane Arts Group	http://makerfaire.files.wordpress.com/2014/02/5tc_header_black.jpg	5tc_header_black.jpg	"Five Ton Crane (5TC) is a diverse group of artists, geeks and inventors from the San Francisco Bay Area. The name implies the intention: 5TC does the heavy lifting that the individual artist couldn't do on their own."	The Five Ton Crane Arts Group	"Five Ton Crane (5TC) is a diverse group of artists, geeks and inventors from the San Francisco Bay Area."	images:5tc_header_black.jpg
24158	Upcycled Paper Crafts			"My project for this year features purses and bags made from upcycled cereal boxes, magazine paper, food wrappers and colorful duct tape. These bags are collages including punch stickers and charms."	Emily Wong	I am a casual educator and up cycle artist associated with the O' Hanlon Center for the Arts.	images:
24146	Grow Your Own Spirulina Algae Superfood!	http://makerfaire.files.wordpress.com/2014/02/fullspirulinatankimg_6084.jpg	fullspirulinatankimg_6084.jpg	"In just one sunny window, you can grow enough Spirulina superfood to supplement your diet every day -- its easy!  Come learn from NASA algae scientist Dr. Aaron Wolf Baum."	AlgaeLab	"AlgaeLab has been helping people become algae farmers since 2008. Founded by NASA algae scientist Dr. Aaron Wolf Baum, inventor of the first Spirulina home-grow system."	images:fullspirulinatankimg_6084.jpg
24139	Gypsy wagon	http://makerfaire.files.wordpress.com/2014/02/vardo010.jpg	vardo010.jpg	"A travelling wagon, similar to those used by 19th-century showmen, (and later adopted by the Gypsies). Basically an 1800-pound excuse to buy tools and learn skills. http://www.efalk.org/Vardo/"	Edward Falk	"Longtime woodworker, hobbiest, and jack of all trades."	images:vardo010.jpg
24099	Hybrid injection / blow molding machine	http://makerfaire.files.wordpress.com/2014/02/photo8.jpg	photo8.jpg	"A modern remake of the classic 1960's Mold-A-Rama injection molding machine. Fully functional with a clear enclosure, so you can see how it works."	James Durand	Engineer living in southern California. A lifelong builder of mechanical things. I currently work at Walt Disney Imagineering designing ride systems.	images:photo8.jpg
24094	Karmin Projects	http://makerfaire.files.wordpress.com/2014/02/hourglass.jpg	hourglass.jpg	"Various Karmin Solar Projects which illustrate the engineering and future of alternative energy in street legal vehicles, usage of solar power in everyday situations, and fun projects exhibited at Burning Man"	jerrold karmin	"Jerry Karmin designs and constructs vehicles and applications for alternative power usage, such as solar panels, battery, non-fossil fuel.  His vehicles are considered structural art & unique."	images:hourglass.jpg
24088	"Hayhackers... Makerspace forming in Hayward, CA"	http://makerfaire.files.wordpress.com/2014/02/hayhackerlogo_white_2800x1400.png	hayhackerlogo_white_2800x1400.png	"Hayhackers is a hackerspace/makerspace forming in Hayward, CA. We will be the first family friendly hackerspace in the area that will have separates spaces for families and the other for adults. "	Hayhackers	"We are a nonprofit organization forming a hackerspace in Hayward, CA. We are group of people who are techies, parents of children, homeschoolers, artists, and trademen."	images:hayhackerlogo_white_2800x1400.png
24076	Project Junktopia	http://makerfaire.files.wordpress.com/2014/02/junktopiawideshot.jpg	junktopiawideshot.jpg	"JUNKTOPIA is a mini world of imagination where 6 quirky characters up-cycle, re-imagine, re-invent, and make total awesomeness from their junk! Junktopia will inspire you to turn trash into treasure and Junk-It-Yourself!"	Janet Schriever	"Hey! I'm Janet--designer, artist, maker, crafter, creator and Junk-It-Yourself-er of Project Junktopia. I'm a big fan of problem solving through playful re-use and creative making. "	images:junktopiawideshot.jpg
24038	Predicta PC - The Up-storation of an Iconic Design	http://makerfaire.files.wordpress.com/2014/02/20131020_1114581.jpg	20131020_1114581.jpg	I am a Pop-Tech Artist who upstores iconic Philco Predicta TVs into functional Predicta PCs and creates episodic experience installations with simultaneous popular TV/film on multiple Predicta PCs.	Rodwin Pabello	I am a Pop-Tech Artist who upstores iconic Philco Predicta TVs into functional Predicta PCs and creates episodic experience installations with simultaneous popular TV/film on multiple Predicta PCs.	images:20131020_1114581.jpg
24016	Feetz - 3D Printed Custom Fit Shoes	http://makerfaire.files.wordpress.com/2014/02/feetz2-01-1024px.png	feetz2-01-1024px.png	"Feetz is leading the SizeMe Revolution in Footwear.  We make custom shoes for your feet - size, shape, style and function.  All from photos of your feet and 3D printers!  Never struggle again to find the right size shoe "	Lucy Beard		images:feetz2-01-1024px.png
24012	Interactive robot fight from Bot Bash Party	http://makerfaire.files.wordpress.com/2014/02/baner2.jpg	baner2.jpg	They interacted booths were patrons can pick a fighting robot and compete in a match against friends and family. The audiences treated as a robot war is encouraged to join in.	Zachary Lytle		images:baner2.jpg
23985	Obtainium Works	http://makerfaire.files.wordpress.com/2014/02/mad-hatter-teapot.jpg	mad-hatter-teapot.jpg	"Obtainium Works is an art car factory in Vallejo, CA that has produced a number of famous vehicles that have appeared at Burning Man and on TV including SF Oddities."	Obtainium Works	"Obtainium Works is the home of a number of gearheads, tinkerers, and mechanics who build art cars and contraptions from obtainium which is our term for recycled or repurposed materials."	images:mad-hatter-teapot.jpg
23964	Compressed Air Rockets	http://makerfaire.files.wordpress.com/2014/02/ym2tkuuespksndgw.jpg	ym2tkuuespksndgw.jpg	Come build and launch a compressed air rocket! These rockets first appeared in MAKE Magazine and have since wowed crowds by the thousands. This will be our 6th time at Maker Faire Bay Area.	Rick Schertle	Rick teaches middle school in San Jose and is a regular contributor to MAKE Magazine.  	images:ym2tkuuespksndgw.jpg
23941	Metrix Open Hardware Alliance	http://makerfaire.files.wordpress.com/2014/02/lpkf_laser.jpg	lpkf_laser.jpg	"The Metrix Open Hardware Alliance is a loosely organized group of friends based out of Metrix Create Space, in Seattle, WA.  We work for the robots. "	"Terence Tam, Pierce Nichols, Chris Gilroy"		images:lpkf_laser.jpg
23936	Learn how to sail radio control boats	http://makerfaire.files.wordpress.com/2014/02/dscn9930.jpg	dscn9930.jpg	Come and learn how to sail a radio control sailboat. Members of the San Francisco Model Yacht Club will instruct you and your kids in this fascinating hobby. 	San Francisco Model Yacht Club	"The San Francisco Model Yacht Club is the oldest model yacht club in the country. we sail R/C sailboats, powerboats, and free-sail sailboats at Spreckels Lake in Golden Gate Park"	images:dscn9930.jpg
23928	Low Voltage Labs	http://makerfaire.files.wordpress.com/2014/02/low_voltage_labsfinal.png	low_voltage_labsfinal.png	Eric Thompson of Low Voltage Labs will demonstrate a variety of Open Source Hardware projects for the Raspberry Pi and Arduino platforms along with easy to solder kits.	Eric Thompson	Electronics geek and Open Source Hardware designer at Low Voltage Labs	images:low_voltage_labsfinal.png
23921	Pocket NC	http://makerfaire.files.wordpress.com/2014/02/img_0388.jpg	img_0388.jpg	"Pocket NC is a startup business out of Bozeman, Montana specializing in affordable 5 axis desktop CNC mills."	Pocket NC	"Pocket NC is comprised of Matt, Michelle and Gary. They have been working at designing building their 5 axis desktop mill for over 3 years."	images:img_0388.jpg
23909	TinyG Open Source Motion COntrol for CNC and 3DP	http://makerfaire.files.wordpress.com/2014/02/tinygv8.jpg	tinygv8.jpg	TinyG is an advanced integrated motion control system for CNC and 3d printing. If you are building a desktop system check out TinyG for an all-in-one controller.	"Alden Hart, Riley Porter, Rob Giseburt"		images:tinygv8.jpg
23898	Interactive Light Art with Bicycles	http://makerfaire.files.wordpress.com/2014/02/n00tron_1.jpg	n00tron_1.jpg	"Interactive light art: (1) Create your own real 3D spherical light painting; (2) Draw a picture and see it in lights on our full color bicycle wheel display; (3) Check out our light art for bicycles, the Monkey Light"	MonkeyLectric	"Features the work of Gian Bongiorno, Matt Carney, Dan Goldwater, Mitch Heinrich, Xander Hudson, Nils McCarthy, Alec Plauche, Laurent Rains, Star Simpson, Noah Vawter, and more."	images:n00tron_1.jpg
23890	T-WE TEA - SF handmade teas	http://makerfaire.files.wordpress.com/2014/02/t-we-tea-2014-graphic.jpg	t-we-tea-2014-graphic.jpg	T-WE TEA is a San Francisco based maker of artisan teas and tisanes.  We source incredible ingredients from all over the world and hand blend unique creations with the cheekiest names.  We are proudly flavoring additive free!	Christopher Coccagna	"Christopher Coccagna is a Certified Tea Specialist and tea sommelier.  From 5 years old, he was hooked on that lovely hot beverage we call tea.  He started his journey in tea in 2006.  "	images:t-we-tea-2014-graphic.jpg
23863	Electronic Frontier Foundation	http://makerfaire.files.wordpress.com/2014/02/eff-logo-name-stack-2b1.png	eff-logo-name-stack-2b1.png	"EFF is the leading defender of online civil liberties. We promote innovator rights, defend free speech, fight illegal surveillance, and protect rights and freedoms as our use of technology grows."	Electronic Frontier Foundation	"EFF is the leading defender of online civil liberties. We promote innovator rights, defend free speech, fight illegal surveillance, and protect rights and freedoms as our use of technology grows."	images:eff-logo-name-stack-2b1.png
23852	Perpetual Pinball Machine Trilogy	http://makerfaire.files.wordpress.com/2014/02/perpetualpin1web.jpg	perpetualpin1web.jpg	These are 3 different boxes with small playfields. Each has 3 balls that continuously trigger bumpers and slingshots that keep the balls in motion. Colored pinballs travel to different boxes through the hole in the playfield.	Michael Schiess	"Michael is founder of the PPM. a former exhibit fabricator for San Francisco's Exploratorium, Oakland's Chabot Science Center and the Crucible. He also makes kinetic art."	images:perpetualpin1web.jpg
23843	Western Pyrotechnic Assn: Learn to hack fireworks	http://makerfaire.files.wordpress.com/2014/02/golden-gate-comets-tower.jpg	golden-gate-comets-tower.jpg	WPA works with hobbyists & professional pyrotechnicians to promote safe practices for manufacturing fireworks in an entertaining & educational atmosphere. Members build up to 24'' shells on-site to feature in nightly displays.	Western Pyrotechnic Association	WPA works with hobbyists & professional pyrotechnicians to promote safe practices for manufacturing fireworks in an entertaining & educational atmosphere.	images:golden-gate-comets-tower.jpg
23826	tapMatrix Touchscreen LED Clock	http://makerfaire.files.wordpress.com/2014/02/8669486593_0514ecb00a_b.jpg	8669486593_0514ecb00a_b.jpg	"An open hardware, Ardunio powered, touchscreen controlled, large display, multicolor LED matrix alarm clock. Intuitive design, adaptive color and brightness, and easy to see and use with uncorrected vision."	Craig Bonsignore	Medical device operative. Nitinol mechanic. Hacker+Maker. Dad.	images:8669486593_0514ecb00a_b.jpg
23820	The Athenian School	http://makerfaire.files.wordpress.com/2014/02/makerfaireimage.jpg	makerfaireimage.jpg	The Makers Studio at the Athenian School in Danville CA is an interdisciplinary nexus of STEAM tinkering where robotics teams work alongside theater techs and  instrument makers.  Come see what our young makers have made!	David Otten	The Makers Studio at the Athenian School in Danville CA is an interdisciplinary nexus of STEAM tinkering where robotics teams work alongside theater techs and  instrument makers. 	images:makerfaireimage.jpg
